"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"2667","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73286","Die wenigen , die ihr Geschäft","zu","Hause vom Vater auf den Sohn vererbten , pflegten nicht nur eine Elite zu sein , sondern sich auch allgemeine Achtung zu erwerben ."
"2668","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73323","Mir ist das Reiten auch ein Genuß gewesen , den ich leider nur selten ,","zu","Hause oder in Griechenland und Asien haben konnte ."
"2669","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73426","Ich muß auch die Farben anders abtönen ; unsere Jugend stand wieder in Frankreich , denen","zu","Hause sollte das Herz möglichst leicht gemacht werden , vor allem aber wünschte ich noch immer , daß der Krieg die friedliche Verständigung zwischen den Franzosen und uns nicht zerstören möchte , und was ich von meinen Söhnen und sonst aus dem Felde erfuhr , konnte diese Hoffnung noch bestärken ."
"2670","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73459","der Masse und die Verlogenheit einer gewissenlosen Presse haben wir jetzt auch","zu","Hause in derselben Qualität ."
"2671","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73470","Für Italien gab Mommsen mir Empfehlungskarten und die richtige Anweisung , Paläographie","zu","Hause zu treiben sei nutzlos ; man lerne sie nur an den Handschriften , aber man müsse sich in viele hineinlesen ; die wenigen , die man für seinen bestimmten Zweck brauche , reichten nicht und man würde mit ihnen erst fertig , wenn man sie von neuem vornähme , nachdem man sich an den vielen geübt hätte ."
"2672","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73536","Er hatte alle schüchterne Zurückhaltung verloren , fühlte sich im römischen Leben mehr","zu","Hause als wir , wozu beitrug , daß er auch über die Tagespolitik für deutsche Zeitungen schrieb , um des Geldes willen ; im Grunde war er unpolitisch ."
"2673","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73547","Wie es mit einer Universitätslaufbahn geht , übersah","zu","Hause niemand ; die Unsicherheit schreckte , und zu den Beängstigungen der Kranken gehörte die Furcht , ich würde hungern müssen ."
"2674","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73564","Die Osterferien über blieb man ohne Frühling wohl oder übel","zu","Hause , aber mit dem Schlusse des Sommersemesters mußte man fort ."
"2675","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73631","Der Name beweist seine Gründung in vorgriechischer Zeit ; Dionysos kann nur ein später Zuwanderer sein , und seine Gläubigen mögen sich einst vor Verfolgungen hier geborgen haben , Thespis aber hat","zu","Hause dem Gotte Reigen aufgeführt , ehe Peisistratos das Bockspiel des Arion aus Korinth zu seinem neuen Feste herübernahm ."
"2676","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73632","Bei Thespiae war es gelb von Narzissen : Narkissos ist da","zu","Hause , der Name muß also wohl zutreffen ."
"2677","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73639","Damals ging eine solche Praxis dem Deutschen gegen sein Staatsgefühl ; er hat nun die Parteiherrschaft und ihre Vergeudung von Menschenkraft und Geld auch","zu","Hause kennengelernt ."
"2678","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73639","Wer sich an den nicht gewöhnt , soll","zu","Hause bleiben ; er ist allerdings in Athen so bitter , daß es da zuerst Überwindung kostet ."
"2679","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73648","Dann rascher Abschied , rasche Heimfahrt , nur in Mailand etwas Theokrit Kollationieren , kurzer Besuch bei Kaibel in Straßburg , Wellhausen in Marburg , vor Pfingsten","zu","Hause ."
"2680","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73657","Sein Sophokles fand in Deutschland nicht die verdiente Beachtung ; mir wog es nicht weniger , daß er sich in griechischen Versen virtuos auszudrücken wußte ; wieweit diese Fertigkeit in England ging , habe ich erst später kennengelernt und dort für meine eigenen griechischen Verse mehr Resonanz gefunden als","zu","Hause ."
"2681","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73685","Denn in Lübeck geboren und aufgewachsen , hat er sich doch niemals dort","zu","Hause fühlen können , und wirklich stammte sein Geschlecht aus"
"2682","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73725","Nun war ich schon zum Abendbrot wieder","zu","Hause und hatte sogar ein Glas Sekt bekommen ."
"2683","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73733","der , wie so oft die Patrioten im Auslande , die Gefahren des Vaterlandes ernsthafter ansah , als die Parteien","zu","Hause ."
"2684","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73784","Diels mußte sich dauernd mit der Sache befassen , weil sie unter seinem Rektorat eingeführt war , selbst ging er nicht hinüber und war enttäuscht , denn wenn auch einzelne treffliche Leute kamen , war doch der Erfolg , daß die amerikanischen Studenten meinten , sie könnten","zu","Hause alles ebensogut lernen , und daher ihre Zahl bei uns abnahm ."
"2685","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73842","Meine verehrten Herren Kollegen des Auslandes , Sie sagen uns oft viel Schmeichelhaftes über unsere Universitäten ; dann , bitte , sagen Sie auch , daß wir uns nicht einbilden , es herrlich weit gebracht zu haben , sondern sehr wohl wissen , daß Sie","zu","Hause gar manches besitzen , was wir gern übernehmen würden , vor allem aber , daß wir gerade diejenigen Ihrer Institutionen würdigen , die für uns nicht passen ."
"2686","1928-12-31","Gebrauchsliteratur","Wohlmuth, Alois: Ein Schauspielerleben, Ungeschminkte Selbstschilderungen von Alois Wohlmuth. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 75441","Nach dem Nachspiel im Theater gab es dann ein zweites für mich","zu","Hause : nämlich Ohrfeigen ! -"
"2687","1928-12-31","Gebrauchsliteratur","Wohlmuth, Alois: Ein Schauspielerleben, Ungeschminkte Selbstschilderungen von Alois Wohlmuth. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 75441","Man gibt vor , wegen eines hohlen Zahnes zu den » Barmherzigen Brüdern « gehen zu müssen , läßt sich zum Beweis , daß man nicht geschwindelt , eine Wurzel in stummer Begeisterung wirklich ziehen , und da man","zu","Hause ja alles mit dem langen Warten auf den Pater Zahnarzt motivieren kann , so bleibt Zeit genug , die Finanzoperation bei der Gönnerin auszuführen ."
"2688","1928-12-31","Gebrauchsliteratur","Wohlmuth, Alois: Ein Schauspielerleben, Ungeschminkte Selbstschilderungen von Alois Wohlmuth. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 75480","Der kleine , charmante Vorwitz hing an meinem Arm ,","zu","Hause war nichts zu holen , so ging ich auf dem Fleck mit ."
"2689","1928-12-31","Gebrauchsliteratur","Wohlmuth, Alois: Ein Schauspielerleben, Ungeschminkte Selbstschilderungen von Alois Wohlmuth. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 75491","Auch Gestalten der Bettler , die ich","zu","Hause beschenken durfte , tauchten vor mir auf ."
"2690","1928-12-31","Gebrauchsliteratur","Wohlmuth, Alois: Ein Schauspielerleben, Ungeschminkte Selbstschilderungen von Alois Wohlmuth. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 75608","Bei mir","zu","Hause in der warmen Stube gefiel 's ihm ausgezeichnet : eins , zwei , waren die nassen Stiefel abgestreift und meine Pantoffeln an seinen Füßen ; er warf sich auf das breite Sofa und wälzte sich darauf behaglich und pudelwohl ."
"2691","1928-12-31","Gebrauchsliteratur","Wohlmuth, Alois: Ein Schauspielerleben, Ungeschminkte Selbstschilderungen von Alois Wohlmuth. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 75660","Ich klopfte an und Leibl öffnete selbst ; denn er war ganz allein","zu","Hause ."
"2692","1928-12-31","Gebrauchsliteratur","Eichler, Lillian: So oder so? In: Zillig, Werner (Hg.), Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1928], S. 5587","Dies alles schafft eine Atmosphäre der Intimität , läßt den Gast sich wie","zu","Hause fühlen ."
"2693","1928-12-31","Gebrauchsliteratur","Reznicek, Paula von: Auferstehung der Dame. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1928], S. 12300","Doch bei ruhiger Überlegung gibt es eigentlich nur zwei Möglichkeiten : größerer oder kleinerer Tee -","zu","Hause oder auswärts ."
"2694","1928-12-31","Gebrauchsliteratur","Reznicek, Paula von: Auferstehung der Dame. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1928], S. 12331","Verzweifelte Gebärden : » Er geht nicht zu , er ist noch nicht halb voll , ich komme mit den Sachen unmöglich vier Wochen aus , ich weiß nicht , ob es an der Adria jetzt schneit oder hitzt - sechs Paar Schuhe sind viel zu wenig , Georgettekleider kommen nicht in Frage , Pelze bleiben","zu","Hause - . «"
"2695","1928-12-31","Gebrauchsliteratur","Reznicek, Paula von: Auferstehung der Dame. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1928], S. 12406","Die wenigsten unter ihnen sind bösartig - im Gegenteil , sie wollen sich wohl fühlen ,","zu","Hause sein , und sind gerne bereit , ihren Aufgaben nachzukommen ."
"2696","1928-12-31","Gebrauchsliteratur","Reznicek, Paula von: Auferstehung der Dame. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1928], S. 12460","Die Briefe werden","zu","Hause geöffnet , schwupp läßt man sie woandershin adressieren usw ."
"2697","1928-12-31","Gebrauchsliteratur","Reznicek, Paula von: Auferstehung der Dame. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1928], S. 12474","In der Sportarena","zu","Hause wie im Salon ."
"2698","1928-12-31","Gebrauchsliteratur","Reznicek, Paula von: Auferstehung der Dame. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1928], S. 12532","In der Antwort eines Backfisches , die zum erstenmal Wagner zu hören bekommt , nachdenklich","zu","Hause angelangt auf die Frage , wie es ihr gefallen habe , lakonisch murmelt :"
"2699","1928-12-31","Gebrauchsliteratur","Reznicek, Paula von u. Reznicek, Burghard von: Der vollendete Adam. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1928], S. 12721","Die » oberen Zehntausend « unter diesen nennen stolz ein Appartement in einem Luxushotel ihr eigen , es gilt , sich nicht verblüffen zu lassen Paris , Rom , New York , London haben den Typ der » Probefreundin « erfunden ; gebildete , hochstehende Künstlerinnen , Mannequins , Studentinnen , deren Bekanntschaften man mit Hilfe vornehmer Agencen machen kann , die meist ihr eigenes Heim haben und in Literatur , Sport und » in der Welt , in der man sich nicht langweilt « ,","zu","Hause sind ."
"2700","1928-12-31","Wissenschaft","Benjamin, Walter: Ursprung des deutschen Trauerspiels. In: Tiedemann, Rolf u. Schweppenhäuser, Hermann (Hgg.) Gesammelte Schriften, Bd. 1,1, Frankfurt a. M.: Suhrkamp 1980 [1928], S. 304","Dort ist er als die komische Figur","zu","Hause ."
"2701","1928-12-31","Wissenschaft","Benjamin, Walter: Ursprung des deutschen Trauerspiels. In: Tiedemann, Rolf u. Schweppenhäuser, Hermann (Hgg.) Gesammelte Schriften, Bd. 1,1, Frankfurt a. M.: Suhrkamp 1980 [1928], S. 310","Im Schicksal und im Schicksalsdrama ist die Schuld","zu","Hause , um die man oft die Theorie des Tragischen gruppierte ."
"2702","1928-12-31","Wissenschaft","Benjamin, Walter: Ursprung des deutschen Trauerspiels. In: Tiedemann, Rolf u. Schweppenhäuser, Hermann (Hgg.) Gesammelte Schriften, Bd. 1,1, Frankfurt a. M.: Suhrkamp 1980 [1928], S. 383","Lautliches ist und bleibt dem Barock ein rein Sinnliches ; die Bedeutung ist in der Schrift","zu","Hause ."
"2703","1928-12-31","Wissenschaft","Benjamin, Walter: Ursprung des deutschen Trauerspiels. In: Tiedemann, Rolf u. Schweppenhäuser, Hermann (Hgg.) Gesammelte Schriften, Bd. 1,1, Frankfurt a. M.: Suhrkamp 1980 [1928], S. 407","In Abstraktionen lebt das Allegorische , als Abstraktion , als ein Vermögen des Sprachgeistes selbst , ist es im Sündenfall","zu","Hause ."
"2704","1928-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1928. In: ders., Leben sammeln, nicht fragen wozu und warum, Berlin: Aufbau-Taschenbuch-Verl. 2000 [1928], S. 241","Froh ,","zu","Hause zu sein ."
"2705","1928-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1928. In: ders., Leben sammeln, nicht fragen wozu und warum, Berlin: Aufbau-Taschenbuch-Verl. 2000 [1928], S. 258","[ ... ] Wir haben gestern u. heute Abend","zu","Hause Karten gespielt , Wein getrunken , ein bißchen getanzt ."
"2706","1928-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1928. In: ders., Leben sammeln, nicht fragen wozu und warum, Berlin: Aufbau-Taschenbuch-Verl. 2000 [1928], S. 267","Der Wein wird mir meist etwas schwer zu trinken , u. dann ist zuviele Dasselbigkeit ... Tanzen , Jazzmusik , das Grammophon ist ja bei uns","zu","Hause auch schon fast verstummt ."
"2707","1928-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1928. In: ders., Leben sammeln, nicht fragen wozu und warum, Berlin: Aufbau-Taschenbuch-Verl. 2000 [1928], S. 275","Meinen allzubescheidenen Orden ließ ich","zu","Hause , es glänzten zu große u. reiche Gehänge ringsum ."
"2708","1928-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1928. In: ders., Leben sammeln, nicht fragen wozu und warum, Berlin: Aufbau-Taschenbuch-Verl. 2000 [1928], S. 286","Gefangen","zu","Hause , bedrückt durch den beruflichen Mißerfolg , an der eigenen Arbeit zweifelnd ."
"2709","1928-12-31","Belletristik","Renn, Ludwig [d. i. Vieth v. Golßenau, Arnold Friedrich]: Krieg - Nachkrieg, Berlin: Aufbau-Verl. 1951 [1928], S. 95","Solchen Himmel gab es auch","zu","Hause auf unserem Berge ."
"2710","1928-12-31","Belletristik","Renn, Ludwig [d. i. Vieth v. Golßenau, Arnold Friedrich]: Krieg - Nachkrieg, Berlin: Aufbau-Verl. 1951 [1928], S. 195","Ich habe Frau und Kinder","zu","Hause ."
"2711","1928-12-31","Gebrauchsliteratur","Rieger, Wilhelm: Einführung in die Privatwirtschaftslehre, Erlangen: Palm & Enke 1964 [1928], S. 102","Oder der eine betätigt sich auf der Reise bzw. in der Außenorganisation , während der andere","zu","Hause nach dem Rechten sieht ."
"2712","1928-12-02","Zeitung","Tucholsky, Kurt: Der Privatmann im Theater. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928]","Denn auch du , Onkel Fachmann , bist - was du auch sagen magst - nur das , was du leider nur","zu","Hause im Pyjama , im Schlafrock und in der Badewanne zu sein wagst : ein Mensch ."
"2713","1928-11-24","Zeitung","Tucholsky, Kurt: 'Wir von der Unter-Tertia'. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928]","Ein Schüler macht , wenn einer plötzlich niesen muß und dabei so ulkig schnauft , zweierlei : je nachdem er das","zu","Hause sieht , wo er allein ist - oder wenn es in der Klasse geschieht , wo achtundvierzig Augen gespannt auf alles aufpassen ."
"2714","1928-11-01","Belletristik","Tucholsky, Kurt: Liebespaar am Fenster. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928]","Heut kann ich","zu","Hause bleiben , heute geh ich nicht ins Büro - . . . an die Steuer muß ich noch schreiben . . . . Wieviel Uhr ?"
"2715","1928-10-14","Zeitung","Tucholsky, Kurt: Wie sieht der Erfinder des Reißverschlusses aus? In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6278","» Nicht","zu","Hause « , sagt der Direktor ."
"2716","1928-10-14","Zeitung","Tucholsky, Kurt: Wie sieht der Erfinder des Reißverschlusses aus? In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6278","» Was heißt das - nicht","zu","Hause ?"
"2717","1928-10-14","Zeitung","Tucholsky, Kurt: Wie sieht der Erfinder des Reißverschlusses aus? In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6278","Er ist auch schon mittags nicht","zu","Hause gewesen? - ganz gegen seine Gewohnheit nicht zu Hause - - ? «"
"2718","1928-10-14","Zeitung","Tucholsky, Kurt: Wie sieht der Erfinder des Reißverschlusses aus? In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6278","Er ist auch schon mittags nicht zu Hause gewesen? - ganz gegen seine Gewohnheit nicht","zu","Hause - - ? «"
"2719","1928-10-02","Zeitung","Tucholsky, Kurt: Sieg im Atlas. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6254","Diese politische Regelung ist nicht in allen Fällen gerecht - fangt bei euch","zu","Hause an , Ungerechtigkeiten auszumerzen , und laßt die Nachbarn in Frieden !"
"2720","1928-09-28","Zeitung","Tucholsky, Kurt: Frauen sind eitel. Männer? Nie -! In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6239","Dieser Mann stand vor dem Spiegel , weil der dreiteilig war und weil der Mann","zu","Hause keinen solchen besaß ."
"2721","1928-09-04","Zeitung","Tucholsky, Kurt: Grimms Märchen. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6169","Aber man kann nicht zum Zwecke der Ausbeutung in Afrika ' übernational ' spielen und","zu","Hause den Nationalklimbim mit höchstem Ernst und den blutigsten Mitteln fortführen ."
"2722","1928-08-29","Zeitung","Tucholsky, Kurt: Wo kommen die Löcher im Käse her -? In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6155","« - » Du bist hier nicht bei dir","zu","Hause ! hier sind anständige Leute . . ."
"2723","1928-08-26","Zeitung","Tucholsky, Kurt: Heimweh nach den großen Städten. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6136","Über ein kleines aber , und ich stehe auf dem Bahnhof , der Zug ruckt an , bald durchwühlen schwarze Zöllnerhände meine Koffer , und sie spielen : Europa , diese Herren aus der politischen Postkutschenzeit , und da sind die blauen Träger mit den Kappen , und ich bin","zu","Hause , zu Hause ."
"2724","1928-08-26","Zeitung","Tucholsky, Kurt: Heimweh nach den großen Städten. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6136","Über ein kleines aber , und ich stehe auf dem Bahnhof , der Zug ruckt an , bald durchwühlen schwarze Zöllnerhände meine Koffer , und sie spielen : Europa , diese Herren aus der politischen Postkutschenzeit , und da sind die blauen Träger mit den Kappen , und ich bin zu Hause ,","zu","Hause ."
"2725","1928-07-27","Zeitung","Tucholsky, Kurt: Pariser Abend. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928]","Aber das meint der Herr Papa nicht , den Jouvet spielt , eine hölzerne Schießbudenfigur , mit dem singenden » Acksang « , der im Süden Frankreichs","zu","Hause ist ."
"2726","1928-07-17","Zeitung","Tucholsky, Kurt: Deutschenspiegel. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928]","Sie sind , einmal durch die französische Höflichkeit aus ihrer Unsicherheit herausgelockt , so unbekümmert ! so sicher ! so völlig in ihrem Element - sie stecken nachher die Zigarre zwischen die Zähne und erzählen","zu","Hause , im Ministerium :"
"2727","1928-07-08","Zeitung","Tucholsky, Kurt: Der Ruf auf der Straße. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6052","Die empfindlichen Stellen herausfühlen , die toten Stellen im französischen Kopf , jene , die nicht reagieren , wenn man klopft ; die Abteile , in denen niemand","zu","Hause ist . . . und die andern , aus denen die Defensive herausspringt , die meist darin besteht , daß der Wohnungsbesitzer , mißtrauisch und empfindlich , Fenster und Türen zuschlägt ."
"2728","1928-06-29","Zeitung","Tucholsky, Kurt: Das »Menschliche«. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928]","Daß jedes ihrer Worte , jede ihrer Handlungen , ihr Betragen , ihre Ausflüchte und ihre Sauberkeit bei der Arbeit , ihre Trägheit des Herzens und ihr Fleiß des Gehirns vom ' Menschlichen ' herrühren , das sie , wie sollte es auch anders sein , nicht","zu","Hause gelassen haben , weil man ja seine moralischen Eingeweide nicht in der Garderobe abgeben kann - : davon ahnen sie nichts ."
"2729","1928-06-17","Zeitung","Tucholsky, Kurt: Der Katzentrust. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6026","Bei mir","zu","Hause , wo sie Schriftdeutsch reden , sagen sie dann gern : » aus bevölkerungspolitischen Gründen « - das hört sich so schön an ."
"2730","1928-05-23","Zeitung","Tucholsky, Kurt: 'Siegfried' oder der geleimte Mann. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 5982","Und nun sind wir bei uns","zu","Hause , endlich !"
"2731","1928-05-08","Zeitung","Tucholsky, Kurt: Auf dem Nachttisch. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928]","Dann , als der Vorsitzende wieder","zu","Hause war , wurde er stark national , behauptete , es den Franzosen aber ordentlich gegeben zu haben , und entfaltete jenes Raimundsche Taschentuch ."
"2732","1928-04-05","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 05.04.1928","Meine Kollegen ziehen ihre blauen Blechflaschen hervor , die Suppe oder Kaffee enthalten , bestellen beim Kantinenwirt Bier oder Würstchen und sprechen von -","zu","Hause ."
"2733","1928-04-05","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 05.04.1928","Meine Uhr habe ich","zu","Hause gelassen ."
"2734","1928-04-04","Zeitung","Vossische Zeitung (Abend-Ausgabe), 04.04.1928","Wie aber wird er","zu","Hause empfangen werden ?"
"2735","1928-04-03","Zeitung","Berliner Tageblatt (Abend-Ausgabe), 03.04.1928","Aber er war ein Meisterwerk und als solches überall","zu","Hause ."
"2736","1928-04-03","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 03.04.1928","Denk einmal , du wärst","zu","Hause und nicht in der Schule ."
"2737","1928-03-06","Zeitung","Tucholsky, Kurt: Riviera. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928]","Man stelle sich vor , jemand sei genötigt , zu Pfingsten in einer eberswalder Ausspannung zu übernachten ;","zu","Hause wird er dann davon erzählen , wie er nachts beständig vom Grölen der Kutscher und von einem Orchestrion gestört worden sei ."
"2738","1928-02-19","Zeitung","Tucholsky, Kurt: 'Neu-Erscheinung'. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 5782","Ist nicht","zu","Hause ."
"2739","1928-01-15","Zeitung","Tucholsky, Kurt: Schutz vor Schall. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 5721","Es ist doch ein Unfug , wenn für die Miete , die im Budget jedes Arbeitenden eine große Rolle spielt , nicht einmal Ruhe eingekauft werden kann - wenn man von der Gnade , vom Zufall , vom guten oder bösen Willen der Nachbarn abhängt ; wenn nicht nur der geistige Arbeiter , der","zu","Hause tätig ist , sondern auch der ermüdete Geschäftsmann abends nicht die Ruhe findet , ohne die kein tätiges , kraftvolles Leben denkbar ist : jeder Mensch braucht ' schöpferische Pausen ' ."
