"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"1259","1957-12-31","Gebrauchsliteratur","Frisch, Karl von: Erinnerungen eines Biologen, Berlin: Springer 1957, S. 17","In meiner ganzen Schulzeit und noch in den Wiener Studiensemestern war ich kaum je","zu","Hause , ohne daß "" Tschocki "" auf meiner Schulter saß , auf meinen Knien ein Schläfchen hielt , auf dem Schreibtisch Schulhefte und Bleistifte zernagte oder sich anderweitig in meiner Umgebung betätigte ."
"1260","1957-12-31","Gebrauchsliteratur","Frisch, Karl von: Erinnerungen eines Biologen, Berlin: Springer 1957, S. 26","Es war die einzige Vorlesung aus jener Zeit , die ich in Schlagworten vollständig mitgeschrieben und nach jeder Kollegstunde","zu","Hause ausgearbeitet habe ."
"1261","1957-12-31","Gebrauchsliteratur","Frisch, Karl von: Erinnerungen eines Biologen, Berlin: Springer 1957, S. 29","Und doch war es neben Exners Physiologie das einzige Kolleg , das mich dazu begeisterte , das Gehörte nach jeder Stunde","zu","Hause auszuarbeiten ."
"1262","1957-12-31","Gebrauchsliteratur","Frisch, Karl von: Erinnerungen eines Biologen, Berlin: Springer 1957, S. 43","Es steht also bei ihm , nur Gebiete in Vorschlag zu bringen , auf denen er sich","zu","Hause fühlt ."
"1263","1957-12-31","Gebrauchsliteratur","Frisch, Karl von: Erinnerungen eines Biologen, Berlin: Springer 1957, S. 68","Aber am folgenden Sonntag hatte er","zu","Hause zu sein ."
"1264","1957-12-31","Gebrauchsliteratur","Frisch, Karl von: Erinnerungen eines Biologen, Berlin: Springer 1957, S. 122","Auf ihren Vorschlag fuhr ich über Harlaching , um nachzusehen , ob","zu","Hause alles in Ordnung wäre ."
"1265","1957-12-31","Gebrauchsliteratur","Frisch, Karl von: Erinnerungen eines Biologen, Berlin: Springer 1957, S. 159","Von ihnen kommt nur eine in Europa vor , die anderen sind im Gebiet von Indien","zu","Hause , wo wahrscheinlich ihre Urheimat zu suchen ist ."
"1266","1957-12-31","Wissenschaft","Schelsky, Helmut: Die skeptische Generation, Düsseldorf: Diederichs 1957, S. 199","Bisher war ich von","zu","Hause unabkömmlich ."
"1267","1957-12-31","Wissenschaft","Schelsky, Helmut: Die skeptische Generation, Düsseldorf: Diederichs 1957, S. 338","[...] Schon Graf fand in seiner Untersuchung von 14 - 25jährigen Jungarbeitern 1948 , daß unter ihnen einerseits sehr hohe Unterstützungen und Abgaben an das Elternhaus , andererseits aber auch eine nicht unbeträchtliche Gruppe zu finden war , die auf Kosten des Elternhauses zu einer » gefährlichen Ausweitung « ihrer Freizeitfinanzen und Lebensansprüche kam ; von den damals zwischen 170 und 230 DM Verdienenden gaben 11,9 % unter 50 DM , 15,4 % unter100 DM an das Elternhaus ab , bei einem Monatsverdienst von 230 bis 290 DM gaben sogar 16,7 % unter 50 , 26,2 % unter 100 DM","zu","Hause ab ( a. a. O. , S. 47f . ) . [...]"
"1268","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 27","Als sie sich aber","zu","Hause in das Buch vertiefen will , muß sie enttäuscht feststellen , daß man ihr ein Kochbuch verkauft hat ."
"1269","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 37","Die 30 Flaschen französischen Rotwein kaufte er beim Weinhändler","zu","Hause ."
"1270","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 42","Denn wäre im Beispielsfall Herr Petersen als Gläubiger zur angekündigten Lieferzeit","zu","Hause gewesen , so hätte er den Teppich annehmen können und die Leistung wäre voll erbracht worden ."
"1271","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 132","Er traute den ihm vorgetragenen Entschuldigungsgründen nicht so recht und beauftragte daher eine Detektivagentur , die feststellen sollte , ob der Arbeitnehmer wirklich krank sei oder ob er nicht vielmehr","zu","Hause Arbeiten für andere Firmen erledige ."
"1272","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 140","Wenn wir","zu","Hause Gäste haben und Radio- oder Schallplattenmusik hören , so können doch die Komponisten auch kein Geld von uns verlangen ! """
"1273","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 284","Sie habe ihm erklärt , der Kommandant hätte gesagt , die Männer seien auch schon","zu","Hause ."
"1274","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 291","Erna , seine Tochter , war Gehilfin bei einem Steuerberater , verdiente gut und arbeitete , da ihr Chef viel zu tun hatte , manchmal auf ihrer Schreibmaschine noch","zu","Hause ."
"1275","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 292","Nach der Abfassung kann das private Testament","zu","Hause aufbewahrt oder dem Amtsgericht zur Aufbewahrung übergeben werden ."
"1276","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 383","Dort herrscht eitel Freude , und in Zukunft wird die "" Arbeit "" so eingeteilt , daß der Zeitgenosse oder seine Frau mit einem der Kinder das zum Leben Notwendige erbettelt , während der andere Erwachsene mit dem zweiten Kind","zu","Hause das Fernsehprogramm bewundert ."
"1277","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 448","Und übermorgen müssen sie zum Schulanfang wieder","zu","Hause sein ."
"1278","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 477",""" Denen hat während des Krieges","zu","Hause der Papa gefehlt "" , murmelt der alte Stammgast im Zuschauerraum ."
"1279","1957-12-31","Wissenschaft","Friedrich, Carl Joachim: Totalitäre Diktatur, Stuttgart: Kohlhammer 1957, S. 121","Vor seinem Abschied von","zuhause","steckt ihm seine Mutter ein Heiligenbild an , das ihm aber der Vater stillschweigend wieder wegnimmt , bevor sie für die Prüfung in der Stadt ankommen , und sein Onkel warnt ihn :"
"1280","1957-12-31","Wissenschaft","Friedrich, Carl Joachim: Totalitäre Diktatur, Stuttgart: Kohlhammer 1957, S. 156","Es wäre aber ein großer Fehler , aus diesen Beobachtungen den Schluß zu ziehen , daß die Sowjet-Spionage sowohl","zu","Hause wie im Ausland wie ein Mann mit roten Brillengläsern arbeite ."
"1281","1957-12-31","Wissenschaft","Friedrich, Carl Joachim: Totalitäre Diktatur, Stuttgart: Kohlhammer 1957, S. 218","Anfangs führte die Fabrikarbeit die Männer des einfachen Volkes für den größten Teil des Tages von","zu","Hause weg und zwang wegen der unzureichenden Löhne auch die Frau und Kinder zu Fabrikarbeit ."
"1282","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 20","Bevor man zwanzig Farbfilme in seinen Reisekoffer packt - natürlich alle gleicher Emulsionsnummer ! - nimmt man davon einen , den Belichtungsmesser und die Kamera , und verschwendet ihn","zuhause","."
"1283","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 21","Wer","zuhause","seiner Familie auflauert , den Foto-Apparat nur gelegentlich aus der Schublade zieht , Dinge des täglichen Lebens erhaschen will , lade hochempfindliches Schwarzweiß ."
"1284","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 62","- Stattdessen gibt es Taschen , deren Fächer und Unterteilungen man sich","zuhause","nach eigenem Gusto , Zubehör und fettgewordener Kamera zurechtschneiden kann ."
"1285","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 68","Und all diese Gramme trägt man nun mit sich , kann sie nicht","zuhause","lassen und muß sie auch vor jeder Normal-Aufnahme vor das Auge stemmen ."
"1286","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 95","Er kann","zuhause","bleiben ."
"1287","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 116","Des Abends am Meer , nachts auf eindrucksvollen Plätzen großer Städte oder in lyrischen Gassen , oder","zuhause","unter der trauten Lampe ersetzt das Stativ eine Filmempfindlichkeit , die es noch immer nicht gibt ."
"1288","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 120","Wie gut ein Stativ ist , merkt man nicht dann , wenn man nie eins hatte , sondern dann , wenn man es immer gebraucht , aber versehentlich einmal","zuhause","ließ ."
"1289","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 134","Mit dem wird man nur fertig , wenn man sich mit ihm","zuhause","im tiefen Sessel schon auseinandergesetzt hat ."
"1290","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 204","Darüber ärgert man sich so , daß man sie","zuhause","läßt ."
"1291","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 206","Und ich kann immer besser verstehen , warum der unbeschwerte Mensch mit Foto-Apparat Nahaufnahmen nur","zuhause","macht . -"
"1292","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 248","Und auf der Reise soll man nicht daran denken , daß zwei Monate später die Entwicklungsanstalt des Films neue Bäder angesetzt hat und die nach der Reise hingeschickten Filme doch wieder etwas anders aussehen als der Probefilm","zuhause","."
"1293","1957-12-31","Gebrauchsliteratur","Spoerl, Alexander: Mit der Kamera auf du, München: Piper 1957, S. 253","Denn in einem Monat kommt man","zuhause","dahinter , was man im Laden nicht gemerkt hat ."
"1294","1957-12-02","Zeitung","Archiv der Gegenwart, Bd. 27, 02.12.1957","Das kann nicht in großen , unübersichtlichen Einheiten geschehen ; nur in den Bereichen , die er überblicken kann , in seinem Wohnbezirk , im Dorf , an der Arbeitsstätte kann er sich wirklich","zu","Hause fühlen -- jedoch nur dann , wenn er in ständiger eigener Mitarbeit das Geschehen beeinflußt und sich als vollgültiges aktives Mitglied dieser Gemeinschaft ansieht ."
"1295","1957-09-19","Zeitung","Archiv der Gegenwart, Bd. 27, 19.09.1957","Der Wert unserer Währung kann nicht erhalten werden , solange wir nicht","zu","Hause als Nation die richtige Politik verfolgen ."
"1296","1957-03-01","Zeitung","Süddeutsche Zeitung (Morgen), 01.03.1957","Von der Million Münchner fahren eben nur 400 täglich nach Garmisch , 300 nach Nürnberg , 20 nach Großdingharting und 960000 bleiben","zu","Hause ."
"1297","1956-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1956. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1956], S. 531","Sie steht der eigentlichen Schriftstellerei 100 x näher als ich , der Congreß tobte , alles was Namen hat , wurde laut , ihr Freund Renn steht ganz groß da - und nun gar jetzt als Militärautor , der in einer Presseconferenz über unsere Armee [ spricht ] - nationale Volksarmee bitte , nicht Söldnertruppe ! - u. sie selbst sitzt ruhig u. ungenannt","zuhause",", bastelt an ihren Arabesken und schenkt mir das prachtvolle Carikaturenheft Shaw-Wiens ganz ohne Neid ..."
"1298","1956-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1956. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1956], S. 560","Tagüber gestern","zuhause","- Ruhe u. Tagebuch ."
"1299","1956-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1956. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1956], S. 565","Einen Tag waren wir ganz","zuhause",": Correspondenz . -"
"1300","1956-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1956. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1956], S. 568","Wir haben aber schon vor mindestens einer Woche für heute Abend der Gazier zugesagt ; sie hat Leute für uns eingeladen , sie hat » Kuskus « vorbereitet , ein tunesisches ( ? ) Nationalgericht - wir wollen nicht unhöflich sein , auch fühle ich mich ganz neuer Situation nicht gewachsen - bei der Gazier ist man schon ein bisschen","zuhause","u. so gut beköstigt ."
"1301","1956-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1956. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1956], S. 586","Die Kirchners hätten gern gesehen , wenn ich","zuhause","blieb ."
"1302","1956-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1956. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1956], S. 592","Aber","zuhause","lag ein Telegramm , Kantorowicz wolle morgen Vorm. mit H. sprechen ."
"1303","1956-12-31","Wissenschaft","Bloch, Ernst: Das Prinzip Hoffnung Bd. 3, Berlin: Aufbau-Verl. 1956, S. 180","Und nur in einer Schicht , wo sonst nirgends vorhandenes , ganz sicher nirgends sonst ausgeformtes Material zu einem anderen Kosmos übergeht , sind die Kategorien Mozart , Bach , Beethoven","zu","Hause ."
"1304","1956-12-31","Wissenschaft","Bloch, Ernst: Das Prinzip Hoffnung Bd. 3, Berlin: Aufbau-Verl. 1956, S. 197","Auch das Leben stimmt nicht , immerhin ist man darin","zu","Hause und anwesend , es kann verbessert werden ."
"1305","1956-12-31","Wissenschaft","Bloch, Ernst: Das Prinzip Hoffnung Bd. 3, Berlin: Aufbau-Verl. 1956, S. 221","Jesus gar lebte in diesem Glauben , der tief in den Volksschichten","zu","Hause geworden war , und sprach aus ihm , als Droher so gut wie als Erretter ."
"1306","1956-12-31","Wissenschaft","Bloch, Ernst: Das Prinzip Hoffnung Bd. 3, Berlin: Aufbau-Verl. 1956, S. 305","Es waren wirkliche Stadtgötter , so in Athen","zu","Hause wie die chthonischen Numina vorher in einer Höhle , Quelle oder einem Berg ; die ganze Unterwelt wurde eingemeindet oder vom Dreifuß Apollos besiegt ."
"1307","1956-12-31","Wissenschaft","Bloch, Ernst: Das Prinzip Hoffnung Bd. 3, Berlin: Aufbau-Verl. 1956, S. 447","Ist im Inneren ein Universum auch , gar das einzige , worin der Mensch","zu","Hause sein könnte , so ist im Universum auch ein Inneres , und diese Korrelationsbegriffe ( Innen-Außen , Subjekt-Objekt ) verlieren bereits in der erfaßten metaphysischen Schwebung , nicht erst in der mystischen Blitz- oder Augenblickserfahrung , ihren distanzierten Sinn ."
"1308","1956-12-31","Wissenschaft","Eschenburg, Theodor: Staat und Gesellschaft in Deutschland, Stuttgart: Schwab 1957 [1956], S. 422","In Leningrad durfte ein Wohnungsinhaber einen Fremden nicht ohne vorherige Anmeldung beim Hauswart bei sich","zu","Hause empfangen ; der Hauswart nahm dann gegebenenfalls zu Aufsichtszwecken entweder selbst an der Zusammenkunft teil oder bestimmte einen dritten Teilnehmer ."
"1309","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 6","Benimm dich","zu","Hause"
"1310","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 31","Benimm dich","zu","Hause"
"1311","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 32","Benimm dich","zu","Hause , als seist du im feinsten Hause , dann bist du im feinsten Hause - zu Hause ."
"1312","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 32","Benimm dich zu Hause , als seist du im feinsten Hause , dann bist du im feinsten Hause -","zu","Hause ."
"1313","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 32","Von ihm wird berichtet , er sei","zu","Hause dann und wann während eines Gespräches aufgestanden und mit versonnenem Gesicht durch zwei ineinandergehende Wohnräume geschlendert , habe hier seine Hand traumverloren über die Lehne eines Barocksessels gleiten lassen und dort wie geistesabwesend ein Buch aus einem Regal genommen ."
"1314","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 35","Laut Wetterbericht sollte es ein sonniges Wochenende geben , folglich wird es regnen , und wir bleiben","zu","Hause ."
"1315","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 39","Hier sind wir ""","zu","Hause "" ."
"1316","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 40","Nicht wenige Leute lieben es , dem beruflichen Tempo unserer schnellebigen Zeit","zu","Hause etwas von der beschaulichen Ruhe vergangener Zeiten entgegenzusetzen ."
"1317","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 44","Sie , die tagsüber in nimmermüder Schaffensfreudigkeit die Voraussetzungen dafür erarbeiten , daß wir uns abends "" wie","zu","Hause "" fühlen , haben eine Unmenge von Dingen ordentlich unterzubringen , die wir Männer ein wenig verächtlich als "" Kram "" zu bezeichnen pflegen ."
"1318","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 53","Grundgedanke der Einrichtung dieses Raumes , in dem wir Verwandte oder Freunde für einige Zeit recht behaglich unterbringen wollen , ist das Bemühen , unseren Gast sich "" wie","zu","Hause "" fühlen zu lassen ."
